,Usuario,rating,id_food,nutriscore_grade
370,1,2,32037,d
371,1,4,44871,a
372,1,2,5132,d
373,1,2,27415,c
374,1,2,36245,e
375,1,2,14814,c
376,1,2,12977,d
377,1,4,44951,a
378,1,2,2545,d
379,1,2,17559,c
380,1,4,26243,a
381,1,4,50637,a
382,1,2,37063,d
383,1,4,36885,a
384,1,2,40098,e
385,1,2,5769,e
386,1,2,46855,c
387,1,2,19841,e
388,1,2,17853,d
389,1,2,33458,c
390,1,2,38277,c
391,1,2,31635,c
392,1,2,32126,c
393,1,2,36820,d
394,1,2,6063,d
395,1,3,17818,b
396,1,4,34398,a
397,1,2,37062,c
398,1,3,31772,b
399,1,2,29823,d
400,1,2,27248,c
401,1,2,50970,e
402,1,2,12010,e
403,1,2,42034,c
404,1,2,49961,d
405,1,2,23822,e
406,1,4,20974,a
407,1,2,27729,c
408,1,2,47273,c
409,1,4,27107,a
410,1,3,17699,b
411,1,2,6176,d
412,1,4,47767,a
413,1,3,23329,b
414,1,3,47943,b
415,1,2,15169,c
416,1,4,12680,a
417,1,3,4382,b
418,1,2,26639,d
419,1,2,20128,e
420,1,2,27471,c
421,1,2,46489,d
422,1,2,20169,c
423,1,2,22607,c
424,1,2,24052,d
425,1,3,27216,b
426,1,2,46519,e
427,1,2,35830,d
428,1,2,42747,d
429,1,2,715,d
430,1,4,3015,a
431,1,4,39421,a
432,1,2,1060,d
433,1,2,20323,e
434,1,2,5449,c
435,1,4,26283,a
436,1,2,49529,e
437,1,2,48862,c
438,1,2,26078,d
439,1,4,35649,a
440,1,2,45972,e
441,1,4,2994,a
442,1,2,45902,c
443,1,3,35499,b
444,1,3,43581,b
445,1,2,47731,c
446,1,4,20680,a
447,1,4,21857,a
448,1,2,21075,c
449,1,2,50988,d
450,1,2,47483,d
451,1,3,2202,b
452,1,2,522,d
453,1,3,28605,b
454,1,3,27462,b
455,1,3,36490,b
456,1,2,49444,d
457,1,2,48905,d
458,1,2,51470,c
459,1,2,16696,d
460,1,3,2186,b
461,1,2,23075,e
462,1,2,51468,c
463,1,3,38751,b
464,1,2,46745,d
465,1,2,14639,d
466,1,4,22779,a
467,1,2,30974,e
468,1,3,690,b
469,1,2,43637,d
470,1,2,16600,d
471,1,2,4501,e
472,1,2,37185,e
473,1,2,8298,d
474,1,2,41169,d
475,1,2,5689,c
476,1,4,7305,a
477,1,2,36083,e
478,1,2,25450,c
479,1,2,20836,d
480,1,2,28687,e
481,1,3,27318,b
482,1,4,32429,a
483,1,2,49621,c
484,1,2,18301,c
485,1,3,21366,b
486,1,4,15500,a
487,1,2,35843,d
488,1,2,46920,c
489,1,2,5267,c
490,1,2,47666,d
491,1,2,16866,e
492,1,2,34582,d
493,1,2,37398,d
494,1,2,24504,c
495,1,2,27398,d
496,1,4,47365,a
497,1,2,12299,d
498,1,4,19166,a
499,1,2,3608,d
500,1,2,51259,d
501,1,3,35514,b
502,1,2,24058,e
503,1,2,45003,d
504,1,4,28217,a
505,1,2,27901,d
506,1,2,21202,c
507,1,3,28561,b
508,1,2,25274,d
509,1,2,36093,e
510,1,2,20092,d
511,1,4,35988,a
512,1,2,24454,d
513,1,2,19508,c
514,1,4,26564,a
515,1,2,36853,c
516,1,2,47833,c
517,1,2,43540,d
518,1,2,16910,c
519,1,2,48248,c
520,1,2,27472,d
521,1,2,42055,c
522,1,2,48312,d
523,1,2,47280,c
524,1,2,4499,d
525,1,3,21190,b
526,1,2,31423,d
527,1,2,15621,e
528,1,2,32104,d
529,1,2,16687,d
530,1,2,46517,d
531,1,4,39643,a
532,1,2,24924,c
533,1,2,47395,c
534,1,2,20051,d
535,1,3,14581,b
536,1,4,15562,a
537,1,2,26240,c
538,1,2,25304,e
539,1,4,38951,a
540,1,2,49650,c
541,1,2,47974,d
542,1,2,49350,d
543,1,4,49831,a
544,1,2,48701,e
545,1,2,47158,c
546,1,2,28930,e
547,1,2,16328,e
548,1,2,21112,c
549,1,2,17452,d
550,1,2,45641,c
551,1,4,45073,a
552,1,2,49875,d
553,1,4,47611,a
554,1,2,34323,e
555,1,2,34401,c
556,1,2,40842,c
557,1,2,18600,e
558,1,3,19319,b
559,1,4,51079,a
560,1,2,45531,d
561,1,2,34379,c
562,1,3,44798,b
563,1,4,22968,a
564,1,4,45385,a
565,1,2,28145,c
566,1,2,48012,e
567,1,4,28859,a
568,1,2,38631,c
569,1,2,9092,e
570,1,4,24839,a
571,1,2,49434,d
572,1,2,2534,c
573,1,4,2749,a
574,1,2,47041,c
575,1,4,37582,a
576,1,2,20446,c
577,1,2,34254,e
578,1,3,1417,b
579,1,3,44740,b
580,1,2,33255,d
581,1,2,39411,d
582,1,2,37224,d
583,1,2,36386,c
584,1,2,33644,d
585,1,2,2746,d
586,1,3,17799,b
587,1,4,35965,a
588,1,2,38778,e
589,1,4,33802,a
590,1,4,39426,a
591,1,2,35011,d
592,1,2,39505,d
593,1,3,49933,b
594,1,2,32462,d
595,1,4,19396,a
596,1,4,5521,a
597,1,4,35463,a
598,1,4,34016,a
599,1,4,21225,a
600,1,2,40866,c
601,1,4,28580,a
602,1,2,23967,c
603,1,2,30824,c
604,1,2,45732,c
605,1,2,50349,d
606,1,2,46953,c
607,1,4,44810,a
608,1,2,2979,e
609,1,2,21014,c
610,1,3,5819,b
611,1,4,35518,a
612,1,2,28038,e
613,1,4,24219,a
614,1,4,46604,a
615,1,2,21780,d
616,1,2,36465,d
617,1,4,15518,a
618,1,2,24506,e
619,1,4,31939,a
620,1,2,2561,d
621,1,2,46772,c
622,1,3,17652,b
623,1,3,40592,b
624,1,2,27759,c
625,1,2,28600,e
626,1,2,16247,d
627,1,4,20947,a
628,1,2,23548,c
629,1,4,48745,a
630,1,4,26650,a
631,1,2,49132,c
632,1,3,44811,b
633,1,2,18205,e
634,1,4,44873,a
635,1,2,37589,c
636,1,3,21940,b
637,1,4,37518,a
638,1,4,43705,a
639,1,2,24407,e
640,1,2,49337,c
641,1,2,1461,c
642,1,2,35243,c
643,1,2,29982,d
644,1,4,19392,a
645,1,4,17161,a
646,1,2,50672,e
647,1,2,46847,c
648,1,2,4001,e
649,1,3,5047,b
650,1,2,32004,c
651,1,2,39337,d
652,1,2,14223,e
653,1,2,36305,c
654,1,2,16574,e
655,1,2,42379,c
656,1,3,39384,b
657,1,4,37127,a
658,1,2,25627,e
659,1,2,36926,c
660,1,2,49181,d
661,1,4,27525,a
662,1,2,20847,d
663,1,2,4983,c
664,1,4,22730,a
665,1,4,11355,a
666,1,3,40521,b
667,1,2,8830,d
668,1,4,29248,a
669,1,3,50422,b
670,1,2,17404,c
671,1,3,27025,b
672,1,2,37954,c
673,1,4,33847,a
674,1,2,13457,d
675,1,4,19502,a
676,1,4,1651,a
677,1,2,31626,d
678,1,4,27848,a
679,1,2,39829,d
680,1,3,33088,b
681,1,2,32160,c
682,1,2,31242,c
683,1,2,50733,c
684,1,2,44776,c
685,1,4,45457,a
686,1,2,39716,e
687,1,2,48700,e
688,1,2,9341,d
689,1,2,3722,d
690,1,3,34461,b
691,1,4,42966,a
692,1,2,44882,c
693,1,4,36389,a
694,1,4,32093,a
695,1,2,50297,d
696,1,2,30886,d
697,1,4,41673,a
698,1,2,4122,d
699,1,4,32614,a
700,1,4,49301,a
701,1,2,35211,c
702,1,4,49106,a
703,1,3,48772,b
704,1,3,9643,b
705,1,2,20274,e
706,1,3,9106,b
707,1,2,51524,e
708,1,2,46699,c
709,1,2,16399,e
710,1,3,51162,b
711,1,2,32968,e
712,1,2,17387,c
713,1,2,32067,c
714,1,3,44518,b
715,1,3,33959,b
716,1,4,9232,a
717,1,3,1314,b
718,1,2,40850,d
719,1,2,47068,e
720,1,3,47971,b
721,1,2,27290,c
722,1,3,45026,b
723,1,4,3182,a
724,1,3,3585,b
725,1,2,19782,d
726,1,2,39834,d
727,1,3,17919,b
728,1,2,21648,e
729,1,2,33560,d
730,1,4,36976,a
731,1,2,37629,e
732,1,2,29375,c
733,1,4,37177,a
734,1,2,45590,c
735,1,4,46593,a
736,1,3,45949,b
737,1,4,27785,a
738,1,2,24198,c
739,1,2,5512,c
740,1,2,45018,d
741,1,2,35431,e
742,1,3,15571,b
743,1,4,28381,a
744,1,2,1899,c
745,1,2,48829,c
746,1,2,25630,d
747,1,2,38454,d
748,1,2,28461,c
749,1,4,44813,a
750,1,2,26753,e
751,1,2,26088,d
752,1,2,3772,e
753,1,4,45444,a
754,1,4,40633,a
755,1,3,27368,b
756,1,4,44800,a
757,1,2,31526,d
758,1,4,22994,a
759,1,2,36669,e
760,1,2,48953,e
761,1,2,49227,e
762,1,2,48915,d
763,1,3,33314,b
764,1,2,37927,d
765,1,2,43195,c
766,1,2,37086,c
767,1,2,4957,d
768,1,2,46744,d
769,1,2,18297,d
770,1,2,38278,c
771,1,3,46685,b
772,1,2,29234,c
773,1,3,51361,b
774,1,2,27140,d
775,1,2,44886,c
776,1,2,20563,e
777,1,2,46850,d
778,1,2,50884,d
779,1,2,50215,e
780,1,4,38683,a
781,1,2,11642,c
782,1,2,47920,c
783,1,4,20345,a
784,1,3,45010,b
785,1,3,30079,b
786,1,2,20068,d
787,1,2,50416,c
788,1,4,32206,a
789,1,2,5675,e
790,1,2,21640,d
791,1,2,1534,d
792,1,4,30068,a
793,1,4,49137,a
794,1,2,39740,d
795,1,2,33944,c
796,1,2,44358,c
797,1,4,30723,a
798,1,4,23590,a
799,1,2,9270,c
800,1,2,18171,e
801,1,4,22429,a
802,1,2,15289,d
803,1,2,1568,d
804,1,2,29178,d
805,1,2,25508,d
806,1,2,4617,d
807,1,2,51108,c
808,1,2,5394,d
809,1,2,21306,c
810,1,2,48417,c
811,1,3,38620,b
812,1,4,11876,a
813,1,3,4599,b
814,1,2,36318,c
815,1,2,18078,c
816,1,4,32543,a
817,1,4,31610,a
818,1,4,47718,a
819,1,2,22555,e
820,1,2,16070,c
821,1,2,42332,c
822,1,3,15219,b
823,1,2,18013,e
824,1,4,43563,a
825,1,3,6768,b
826,1,2,22646,e
827,1,4,30253,a
828,1,3,18252,b
829,1,2,25430,d
830,1,2,27642,c
831,1,2,15918,d
832,1,3,15173,b
833,1,2,9385,d
834,1,4,43198,a
835,1,4,34450,a
836,1,2,49178,e
837,1,2,44540,d
838,1,2,34135,c
839,1,4,47469,a
840,1,3,20932,b
841,1,2,50773,d
842,1,4,37310,a
843,1,4,40563,a
844,1,4,48554,a
845,1,2,36253,c
846,1,2,46986,c
847,1,2,35743,d
848,1,2,47659,d
849,1,2,41756,d
850,1,4,3736,a
851,1,2,42326,c
852,1,2,27539,c
853,1,4,33431,a
854,1,3,36504,b
855,1,2,2642,d
856,1,2,24277,c
857,1,2,15128,d
858,1,4,3666,a
859,1,2,39027,c
860,1,2,27893,c
861,1,2,48486,d
862,1,4,14745,a
863,1,2,45808,c
864,1,3,49967,b
865,1,3,34354,b
866,1,2,16813,d
867,1,2,590,e
868,1,2,4202,d
869,1,2,40204,d
870,1,3,3697,b
871,1,2,32453,c
872,1,4,39580,a
873,1,2,26633,c
874,1,2,27353,c
875,1,3,27240,b
876,1,2,47284,d
877,1,2,19910,d
878,1,2,508,e
879,1,2,18696,e
880,1,2,26799,e
881,1,2,16472,d
882,1,3,36341,b
883,1,2,48340,d
884,1,2,47189,d
885,1,2,16132,c
886,1,2,34260,c
887,1,2,36099,c
888,1,2,24548,c
889,1,4,48444,a
890,1,3,22034,b
891,1,3,19911,b
892,1,2,22336,c
893,1,2,19662,c
894,1,4,34439,a
895,1,3,45644,b
896,1,2,49971,d
897,1,2,2470,d
898,1,2,18827,c
899,1,4,22718,a
900,1,3,44988,b
901,1,3,45473,b
902,1,2,46491,c
903,1,2,22057,d
904,1,2,34116,c
905,1,4,45869,a
906,1,2,32833,d
907,1,2,15530,c
908,1,4,17884,a
909,1,2,47373,c
910,1,4,38359,a
911,1,2,5511,e
912,1,2,20236,c
913,1,2,35682,c
914,1,2,42197,c
915,1,4,43921,a
916,1,2,45963,d
917,1,3,48200,b
918,1,3,19593,b
919,1,2,38456,c
920,1,3,42410,b
921,1,2,30636,d
922,1,2,18818,c
923,1,2,3204,c
924,1,2,50789,e
925,1,4,3746,a
926,1,2,16264,e
927,1,2,42607,c
928,1,2,46532,e
929,1,3,30804,b
930,1,2,25456,c
931,1,2,47632,d
932,1,4,17844,a
933,1,4,46918,a
934,1,2,49020,d
935,1,2,21692,c
936,1,2,46198,c
937,1,4,28312,a
938,1,2,24579,d
939,1,2,43143,c
940,1,2,12962,d
941,1,2,50958,d
942,1,2,43384,c
943,1,4,14986,a
944,1,2,47233,e
945,1,4,48214,a
946,1,3,3775,b
947,1,2,43260,d
948,1,2,44672,e
949,1,3,36665,b
950,1,2,40110,c
951,1,4,39102,a
952,1,4,32799,a
953,1,2,49878,d
954,1,2,46441,e
955,1,2,5125,e
956,1,3,11182,b
957,1,2,4011,d
958,1,4,51552,a
959,1,2,16176,c
960,1,2,48291,c
961,1,3,27263,b
962,1,4,30156,a
963,1,2,7779,c
964,1,2,5056,d
965,1,4,32546,a
966,1,4,28776,a
967,1,2,37684,c
968,1,4,49213,a
969,1,2,45932,c
970,1,2,12840,d
971,1,2,22309,c
972,1,3,23382,b
973,1,4,40378,a
974,1,2,28840,e
975,1,2,51777,d
976,1,4,15467,a
977,1,4,47472,a
978,1,2,606,d
979,1,2,28963,c
980,1,2,11572,c
981,1,3,26662,b
982,1,2,49393,e
983,1,2,28933,c
984,1,2,22344,c
985,1,3,5707,b
986,1,4,45448,a
987,1,4,27590,a
988,1,4,23393,a
989,1,2,3785,c
990,1,2,45744,c
991,1,2,20931,c
992,1,4,41336,a
993,1,4,25882,a
994,1,4,22050,a
995,1,2,46796,c
996,1,4,21788,a
997,1,2,16821,c
998,1,4,3724,a
999,1,2,40865,c
1000,1,2,48032,e
1001,1,4,47531,a
1002,1,2,33219,c
1003,1,2,39039,c
1004,1,4,33757,a
1005,1,2,32711,d
1006,1,2,35972,e
1007,1,3,24980,b
1008,1,2,41232,c
1009,1,2,5303,e
1010,1,4,45450,a
1011,1,4,28878,a
1012,1,4,43111,a
1013,1,2,25173,d
1014,1,2,39989,c
1015,1,3,34963,b
1016,1,4,30078,a
1017,1,2,4191,d
1018,1,2,35240,e
1019,1,2,1963,e
1020,1,2,38375,c
1021,1,2,12849,e
1022,1,2,25860,e
1023,1,2,50484,c
1024,1,2,46822,d
1025,1,2,21067,d
1026,1,2,20620,d
1027,1,4,15726,a
1028,1,2,3957,e
1029,1,2,48538,c
1030,1,2,21336,d
1031,1,2,42134,c
1032,1,2,4209,d
1033,1,2,9504,c
1034,1,2,52144,c
1035,1,2,21324,c
1036,1,2,46530,d
1037,1,2,36201,d
1038,1,4,51582,a
1039,1,3,33996,b
1040,1,4,37983,a
1041,1,2,19712,d
1042,1,4,16128,a
1043,1,2,41466,d
1044,1,4,2059,a
1045,1,3,47049,b
1046,1,2,23691,d
1047,1,2,47203,d
1048,1,2,47814,d
1049,1,2,17308,d
1050,1,2,19949,d
1051,1,4,45851,a
1052,1,3,6006,b
1053,1,2,43538,e
1054,1,2,30410,c
1055,1,2,18602,c
1056,1,2,21827,c
1057,1,4,9394,a
1058,1,2,39545,d
1059,1,2,42606,c
1060,1,3,44744,b
1061,1,2,42422,e
1062,1,2,47569,c
1063,1,2,42826,c
1064,1,3,16565,b
1065,1,4,14744,a
1066,1,3,49797,b
1067,1,4,28563,a
1068,1,4,16849,a
1069,1,3,27831,b
1070,1,2,37614,d
1071,1,2,19434,c
1072,1,2,19942,e
1073,1,4,38486,a
1074,1,4,26668,a
1075,1,3,4422,b
1076,1,4,23593,a
1077,1,3,42694,b
1078,1,2,19084,e
1079,1,2,48565,e
1080,1,4,25638,a
1081,1,2,45092,c
1082,1,3,23983,b
1083,1,2,38875,e
1084,1,2,35547,c
1085,1,4,32428,a
1086,1,2,41010,e
1087,1,4,22972,a
1088,1,2,46360,d
1089,1,4,3370,a
1090,1,2,15338,c
1091,1,2,28628,c
1092,1,2,25804,e
1093,1,3,50390,b
1094,1,2,5814,d
1095,1,2,46396,d
1096,1,2,39544,d
1097,1,2,46116,d
1098,1,3,21735,b
1099,1,2,15713,e
1100,1,2,50203,e
1101,1,2,21993,c
1102,1,2,28060,d
1103,1,3,36217,b
1104,1,3,35951,b
1105,1,3,3996,b
1106,1,4,3237,a
1107,1,2,5008,c
1108,1,2,36199,c
1109,1,3,47110,b
1110,1,2,1357,c
1111,1,2,12045,d
1112,1,2,2712,c
1113,1,3,637,b
1114,1,2,17331,d
1115,1,4,50977,a
1116,1,2,43502,d
1117,1,3,17701,b
1118,1,2,36078,c
1119,1,2,39343,e
1120,1,2,34153,d
1121,1,4,26658,a
1122,1,2,18223,e
1123,1,2,32163,c
1124,1,2,32081,e
1125,1,2,40213,c
1126,1,2,35747,c
1127,1,4,30707,a
1128,1,2,19111,c
1129,1,3,22974,b
1130,1,2,26712,d
1131,1,2,22613,d
1132,1,2,15656,e
1133,1,2,29730,c
1134,1,2,24430,d
1135,1,4,32682,a
1136,1,2,29221,e
1137,1,4,46003,a
1138,1,3,20461,b
1139,1,4,15737,a
1140,1,4,23243,a
1141,1,3,37953,b
1142,1,2,37465,d
1143,1,4,48390,a
1144,1,2,43265,c
1145,1,2,46808,d
1146,1,4,24861,a
1147,1,3,2130,b
1148,1,3,1809,b
1149,1,2,37223,d
1150,1,2,27438,e
1151,1,2,52227,c
1152,1,2,47938,e
1153,1,4,37536,a
1154,1,2,11508,d
1155,1,2,33239,c
1156,1,2,25181,d
1157,1,2,38983,e
1158,1,4,39311,a
1159,1,2,11157,c
1160,1,2,38708,d
1161,1,3,17742,b
1162,1,2,32901,d
1163,1,2,5302,d
1164,1,2,14776,c
1165,1,4,25029,a
1166,1,2,5677,d
1167,1,2,41609,e
1168,1,2,38539,c
1169,1,2,46236,d
1170,1,2,1655,d
1171,1,3,19123,b
1172,1,4,28793,a
1173,1,3,45107,b
1174,1,4,21316,a
1175,1,2,36360,c
1176,1,2,43912,d
1177,1,2,5846,d
1178,1,2,20513,e
1179,1,4,37030,a
1180,1,2,19919,d
1181,1,4,17008,a
1182,1,2,47566,c
1183,1,4,35939,a
1184,1,2,13169,d
1185,1,4,16129,a
1186,1,2,14374,d
1187,1,2,49449,c
1188,1,2,49443,d
1189,1,3,45605,b
1190,1,2,52312,d
1191,1,2,25632,d
1192,1,4,23970,a
1193,1,2,36279,d
1194,1,2,46167,d
1195,1,2,4994,c
1196,1,4,28619,a
1197,1,4,27603,a
1198,1,2,45647,e
1199,1,2,1662,c
1200,1,2,51445,d
1201,1,4,18440,a
1202,1,3,18677,b
1203,1,2,15361,c
1204,1,2,12484,d
1205,1,3,17018,b
1206,1,2,28532,c
1207,1,2,49835,d
1208,1,2,27982,e
1209,1,3,47167,b
1210,1,2,50797,d
1211,1,2,26652,d
1212,1,3,1511,b
1213,1,2,24013,c
1214,1,2,25578,e
1215,1,2,33158,c
1216,1,2,46332,c
1217,1,4,49907,a
1218,1,2,6201,d
1219,1,2,2478,e
1220,1,4,49745,a
1221,1,4,45231,a
1222,1,2,26725,d
1223,1,2,50738,e
1224,1,2,4874,d
1225,1,2,45011,c
1226,1,2,38351,d
1227,1,3,49646,b
1228,1,2,34991,d
1229,1,2,34825,d
1230,1,2,47308,c
1231,1,2,51433,c
1232,1,2,3819,e
1233,1,2,18214,d
1234,1,2,15933,c
1235,1,2,48020,c
1236,1,2,45000,c
1237,1,2,36081,d
1238,1,4,20494,a
1239,1,3,15408,b
1240,1,2,23990,d
1241,1,3,41197,b
1242,1,4,29438,a
1243,1,2,7120,c
1244,1,2,16995,c
1245,1,2,6897,c
1246,1,2,25384,e
